#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2025-04-15-06-20-08
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents	ip_proto
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]	count
1744698039.984721	COJPQb4MRww3faMgLl	REDACTED_IP	49763	REDACTED_IP	1047	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984721	C0ybTO2Utn8TKDWi1b	REDACTED_IP	49763	REDACTED_IP	1077	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984721	Cdihtd4jcWfR1Gt3Fi	REDACTED_IP	49763	REDACTED_IP	17877	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984730	Ceaecy4ltM4XrOheWh	REDACTED_IP	49763	REDACTED_IP	3827	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984730	Cm8b5Q3h9D5Tik6CD6	REDACTED_IP	49763	REDACTED_IP	7019	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984730	Cg2NyWCcZGOz9WbHa	REDACTED_IP	49763	REDACTED_IP	6129	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984730	CifzAr4mTE1Q4pIdcc	REDACTED_IP	49763	REDACTED_IP	8083	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984730	Cqt7oO9lKAVFofxsc	REDACTED_IP	49763	REDACTED_IP	8193	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984730	CV7cDs4SQj1SeSMOr4	REDACTED_IP	49763	REDACTED_IP	2196	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984730	CqHcsAhV0yeQf8h3g	REDACTED_IP	49763	REDACTED_IP	16018	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984730	CGIFWt4aoKU3BbIDh9	REDACTED_IP	49763	REDACTED_IP	5959	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984738	C6nsja1E3SqMva6GPc	REDACTED_IP	49763	REDACTED_IP	631	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984738	CeaFfl4N1FcqAcJ5Hb	REDACTED_IP	49763	REDACTED_IP	3017	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984738	CLwxlpoW5FW6LMhx	REDACTED_IP	49763	REDACTED_IP	5988	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984738	COLY4D1LSXqTlRFNhc	REDACTED_IP	49763	REDACTED_IP	999	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984738	CodPaN1CfcgvGV2CRd	REDACTED_IP	49763	REDACTED_IP	990	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984738	CttgnK316zOkQm3z7k	REDACTED_IP	49763	REDACTED_IP	801	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984739	Ctxy6IQrxXBTosnC9	REDACTED_IP	49763	REDACTED_IP	3659	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984739	C3lV25Wro2P3ZGlXe	REDACTED_IP	49763	REDACTED_IP	2251	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984747	CVnLUKQG43ccA012d	REDACTED_IP	49763	REDACTED_IP	70	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984747	Cyi2GB2I7aTedSz7l8	REDACTED_IP	49763	REDACTED_IP	27352	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984747	Cr3lQlaIPxZJkaTWf	REDACTED_IP	49763	REDACTED_IP	5544	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984747	CTALfgnWt1YgTcHbd	REDACTED_IP	49763	REDACTED_IP	9929	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984747	C4JoVw1SgD6TZQK0yc	REDACTED_IP	49763	REDACTED_IP	1443	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984747	CLp8oE1hKaCSReiMY1	REDACTED_IP	49763	REDACTED_IP	8089	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984747	CTeJLA13jwMhU4W2Jc	REDACTED_IP	49763	REDACTED_IP	10024	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984747	CdtLMj2WkQ8Rvajt9c	REDACTED_IP	49763	REDACTED_IP	1721	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984757	CmuRJo3pv0KNpMcQWc	REDACTED_IP	49763	REDACTED_IP	777	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984756	CjyrSz4CuFJAJxSIwj	REDACTED_IP	49763	REDACTED_IP	16080	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984757	CpatZZ16teu2v18Xpd	REDACTED_IP	49763	REDACTED_IP	8093	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984757	Cqp9WlfXO03daQ4I7	REDACTED_IP	49763	REDACTED_IP	1761	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984757	ClsjVPwcCf2ENidPi	REDACTED_IP	49763	REDACTED_IP	1755	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984757	CNw6314SKp5p5PKUud	REDACTED_IP	49763	REDACTED_IP	2190	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984757	C1VIQQ3qCYTeWCjDL5	REDACTED_IP	49763	REDACTED_IP	6123	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984757	CRkaUYikTAZRDjSld	REDACTED_IP	49763	REDACTED_IP	6389	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984773	CfqW6W1JUMeShIlMWk	REDACTED_IP	49763	REDACTED_IP	8649	tcp	-	0.000012	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.984773	Ca3bjK3XYuCGATBYCi	REDACTED_IP	49763	REDACTED_IP	3404	tcp	-	0.000015	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996239	C57HLrLWDjdqfA8V	REDACTED_IP	49763	REDACTED_IP	425	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996239	CNKk144YrMN4on91Z4	REDACTED_IP	49763	REDACTED_IP	880	tcp	-	0.000019	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996239	CS3lpo2zhz7FOhLs7j	REDACTED_IP	49763	REDACTED_IP	1183	tcp	-	0.000020	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996239	Cku4ND4CQwIryQKgod	REDACTED_IP	49763	REDACTED_IP	16000	tcp	-	0.000021	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996239	CWDXKM1Mp7ISRluVij	REDACTED_IP	49763	REDACTED_IP	8021	tcp	-	0.000022	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996239	CzR5Se3EqXuQ2uHeY8	REDACTED_IP	49763	REDACTED_IP	1875	tcp	-	0.000023	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996239	CDJzaU3dfbBE5iSzme	REDACTED_IP	49763	REDACTED_IP	3517	tcp	-	0.000024	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996239	Cifq1D4xSxWtQVpiCa	REDACTED_IP	49763	REDACTED_IP	65000	tcp	-	0.000024	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996266	CuD8nI3JxcsBhM1lub	REDACTED_IP	49763	REDACTED_IP	5962	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996265	Ches1p2EdEkTEM6Bm4	REDACTED_IP	49763	REDACTED_IP	24444	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996266	CQJT7x4J9BbTa69LQh	REDACTED_IP	49763	REDACTED_IP	25734	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996266	CHDCSi19q9qhHNCqq5	REDACTED_IP	49763	REDACTED_IP	667	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996266	CeC3hv2gzHnRWSBPh9	REDACTED_IP	49763	REDACTED_IP	1971	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996266	CnUKTN39vJmKDl9kuk	REDACTED_IP	49763	REDACTED_IP	32785	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996266	CupBT2B68Z33EuEYe	REDACTED_IP	49763	REDACTED_IP	8011	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996266	CCzwEa7dKrAFZfIyk	REDACTED_IP	49763	REDACTED_IP	898	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996275	CIidVm1sIozRK4OcH5	REDACTED_IP	49763	REDACTED_IP	787	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996275	CvfVn53BxtDkDv9SW2	REDACTED_IP	49763	REDACTED_IP	52822	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996275	CCuZKO3QV3g4a725kc	REDACTED_IP	49763	REDACTED_IP	9081	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996275	Cg1FMQ29A0A73kRbLe	REDACTED_IP	49763	REDACTED_IP	1086	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996275	CRO8u22YdtSHDiaJTd	REDACTED_IP	49763	REDACTED_IP	1185	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996275	CdniwrGII6iLK1NFi	REDACTED_IP	49763	REDACTED_IP	1054	tcp	-	0.000011	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996275	Cayqe639Bq2Tslebe5	REDACTED_IP	49763	REDACTED_IP	7938	tcp	-	0.000011	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996275	CsN8gLvMhlTFoOMY	REDACTED_IP	49763	REDACTED_IP	726	tcp	-	0.000012	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996289	C1l9va39lxzigAoCZ8	REDACTED_IP	49763	REDACTED_IP	3260	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996289	CryOjy1v9Ihw46zxj	REDACTED_IP	49763	REDACTED_IP	49160	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996289	ChteCI32zlgn297fY3	REDACTED_IP	49763	REDACTED_IP	544	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996289	Cowrtr2lvkoRQSwSIh	REDACTED_IP	49763	REDACTED_IP	2045	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996289	CWcS8T3x0bweGxk8S1	REDACTED_IP	49763	REDACTED_IP	6001	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996289	CCfYaF3E4FOTteZ0fj	REDACTED_IP	49763	REDACTED_IP	3527	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996289	CMlTxA2afLaNesKSS8	REDACTED_IP	49763	REDACTED_IP	1812	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996289	CB2McI2ZMrGp9bFUR9	REDACTED_IP	49763	REDACTED_IP	60443	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996301	CmG46u1t25hjnfVYwk	REDACTED_IP	49763	REDACTED_IP	1900	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996301	CkM1I22mCdGpXtiog3	REDACTED_IP	49763	REDACTED_IP	5631	tcp	-	0.000175	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996301	CVgFFv4c3uRJoXtg1a	REDACTED_IP	49763	REDACTED_IP	27000	tcp	-	0.000183	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996301	CvmpqD1QoJohFKSCV2	REDACTED_IP	49763	REDACTED_IP	9999	tcp	-	0.000184	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996301	Cr9TZKaIYi2ztIYO7	REDACTED_IP	49763	REDACTED_IP	2366	tcp	-	0.000185	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996489	CWc6Up42u3CJ7g92kb	REDACTED_IP	49763	REDACTED_IP	2041	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996489	CeDbNW2mmzoaNmIHsb	REDACTED_IP	49763	REDACTED_IP	33	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996489	CN1N7e4NsCbwmjyUt9	REDACTED_IP	49763	REDACTED_IP	1070	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996489	CxpdRL17uTrE2fljAa	REDACTED_IP	49763	REDACTED_IP	5033	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996489	CsR04Z2LOGIfTQgSi5	REDACTED_IP	49763	REDACTED_IP	1061	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996489	CzMYFg3PYb13QJni5	REDACTED_IP	49763	REDACTED_IP	49	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996489	CgPq2r1VjsdVDrcXri	REDACTED_IP	49763	REDACTED_IP	6567	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996489	CHie9o3WqO4exD7Hac	REDACTED_IP	49763	REDACTED_IP	2809	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996498	C1m9mq1v5EnM9HFp64	REDACTED_IP	49763	REDACTED_IP	12000	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996498	ClPnnUC88Jj2K42ld	REDACTED_IP	49763	REDACTED_IP	14238	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996498	COwWlM2jTkC8TLRW5	REDACTED_IP	49763	REDACTED_IP	6580	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996498	CWwitHPlMMz31ND1g	REDACTED_IP	49763	REDACTED_IP	19842	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698039.996498	C4qQ9g3ayYj9v4AEFk	REDACTED_IP	49763	REDACTED_IP	1947	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008013	ChmGFXWglBYI0ftB8	REDACTED_IP	49763	REDACTED_IP	1328	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008013	CmO2n32cTQ2EBJA3s5	REDACTED_IP	49763	REDACTED_IP	1062	tcp	-	0.000057	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008013	CNhDYn3IqqSbcFFIB4	REDACTED_IP	49763	REDACTED_IP	8009	tcp	-	0.000059	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008013	CGVfDzL5kSHcuRyn9	REDACTED_IP	49763	REDACTED_IP	1113	tcp	-	0.000061	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008013	CIWksU1dWyE0QSSyPa	REDACTED_IP	49763	REDACTED_IP	1035	tcp	-	0.000061	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008013	ChDM5fi3XMsi3QJKd	REDACTED_IP	49763	REDACTED_IP	4662	tcp	-	0.000062	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008013	Cp1YOi86xUG6CJfz6	REDACTED_IP	49763	REDACTED_IP	9099	tcp	-	0.000063	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008013	Cp3fq52KFg0mxeOxZ8	REDACTED_IP	49763	REDACTED_IP	2021	tcp	-	0.000064	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008083	CGsBgg3Z4gQCCs8PE2	REDACTED_IP	49763	REDACTED_IP	545	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008083	ChpmKNy8ds1DDtaMc	REDACTED_IP	49763	REDACTED_IP	1259	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008083	CQNqWW3TimVTcNRoL6	REDACTED_IP	49763	REDACTED_IP	1119	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008083	CMCTsy3XDUcL3OEpsk	REDACTED_IP	49763	REDACTED_IP	6839	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008083	CchgCFZmaotFnEWm9	REDACTED_IP	49763	REDACTED_IP	8400	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008083	CQaEJE1qkth01PQ0z	REDACTED_IP	49763	REDACTED_IP	26	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008083	CWANlR2odBQpFsBpic	REDACTED_IP	49763	REDACTED_IP	34572	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008083	Cp2d0G2lZxJB3hSAQc	REDACTED_IP	49763	REDACTED_IP	19101	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008093	CtpKpC4RXxGQD5roNa	REDACTED_IP	49763	REDACTED_IP	30	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008093	CsojXK33SeVzH08bma	REDACTED_IP	49763	REDACTED_IP	64623	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008093	CtvmZb1uH5TG7Viep6	REDACTED_IP	49763	REDACTED_IP	32769	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008093	CuwD7z2KxLH18BLbbc	REDACTED_IP	49763	REDACTED_IP	20828	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008093	CNxJbG4YjrpXM3gOP8	REDACTED_IP	49763	REDACTED_IP	617	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008093	CTjrje3MHYPnxpipI4	REDACTED_IP	49763	REDACTED_IP	1068	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008093	ClMlnB8ixx43NONl	REDACTED_IP	49763	REDACTED_IP	1010	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008093	C1bci73Npdqnj42kbk	REDACTED_IP	49763	REDACTED_IP	3878	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008102	C8qc4S3qLsMmRgyVWc	REDACTED_IP	49763	REDACTED_IP	5009	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008102	Cb6y8p2pjvI1fJrFk6	REDACTED_IP	49763	REDACTED_IP	55055	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008102	CygZfv4WrAxZLPccGb	REDACTED_IP	49763	REDACTED_IP	2638	tcp	-	0.000007	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008102	CGLzTT1lEmH1uv0SLf	REDACTED_IP	49763	REDACTED_IP	7402	tcp	-	0.000008	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008102	CfKgoT44yH578CGod	REDACTED_IP	49763	REDACTED_IP	2393	tcp	-	0.000009	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008102	CVOca02Ptrpu5fRUE1	REDACTED_IP	49763	REDACTED_IP	8300	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008102	CIIqkP2zdtyyeQZeHl	REDACTED_IP	49763	REDACTED_IP	9003	tcp	-	0.000010	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008102	C1RX3o40NgarORzI4h	REDACTED_IP	49763	REDACTED_IP	783	tcp	-	0.000011	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008115	CBJxpo4YUCjotcUA3k	REDACTED_IP	49763	REDACTED_IP	99	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008115	CoseyqNcnOK0Gdyz9	REDACTED_IP	49763	REDACTED_IP	2048	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008115	COfj7F1DHjAbhESGJ1	REDACTED_IP	49763	REDACTED_IP	2725	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008115	CUHX6737WsKMLUnouc	REDACTED_IP	49763	REDACTED_IP	5679	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008115	CvFZzm2uCQUQNwoIL	REDACTED_IP	49763	REDACTED_IP	1137	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008115	CicVSL3QHoPX3F5847	REDACTED_IP	49763	REDACTED_IP	2006	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008115	CBHJda3ICRSb6APnA	REDACTED_IP	49763	REDACTED_IP	5566	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008115	CxPgeG1rfsHt25Eroj	REDACTED_IP	49763	REDACTED_IP	563	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008123	CYhMdh4EpDxbEjlFFf	REDACTED_IP	49763	REDACTED_IP	873	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008123	CLMN7Z1uNcBZpQJGak	REDACTED_IP	49763	REDACTED_IP	61900	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008123	CqmT4P1zKAu4BF7ASf	REDACTED_IP	49763	REDACTED_IP	1065	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008123	COR51w3P1TWwlPaPn1	REDACTED_IP	49763	REDACTED_IP	20000	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008123	Ch0RXgYaoE0jSzzX9	REDACTED_IP	49763	REDACTED_IP	8292	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008123	CxtU0S2nvHPDUygnb4	REDACTED_IP	49763	REDACTED_IP	1175	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008123	CDWFMl2kz87TAqHbg5	REDACTED_IP	49763	REDACTED_IP	58080	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008123	C94rU13ANV2fh97RPa	REDACTED_IP	49763	REDACTED_IP	6502	tcp	-	0.000006	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008135	CxCjJ3hQdEHWwmxu2	REDACTED_IP	49763	REDACTED_IP	1863	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.008135	Clis6TmD6fwcWPrB6	REDACTED_IP	49763	REDACTED_IP	2875	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019477	CEbYOw1wvglK625aUe	REDACTED_IP	49763	REDACTED_IP	8000	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019477	CPw1tJ1dw2lVTwTg68	REDACTED_IP	49763	REDACTED_IP	51493	tcp	-	0.000041	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019477	CHQZeNtxogpP8PEA9	REDACTED_IP	49763	REDACTED_IP	49400	tcp	-	0.000042	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019477	CeqMHqHsPfNPRYuXi	REDACTED_IP	49763	REDACTED_IP	5825	tcp	-	0.000043	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019477	CwyEXK14bsBRY7paud	REDACTED_IP	49763	REDACTED_IP	33899	tcp	-	0.000044	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019477	Cjd9h3kA0kKeUKqQi	REDACTED_IP	49763	REDACTED_IP	5925	tcp	-	0.000044	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019477	CAgJtY3eI1gdDEASzg	REDACTED_IP	49763	REDACTED_IP	65389	tcp	-	0.000045	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019477	CfcWfw1Ac1CwiqzeV	REDACTED_IP	49763	REDACTED_IP	3367	tcp	-	0.000046	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019525	CIb16U3ELemD4blCz5	REDACTED_IP	49763	REDACTED_IP	8701	tcp	-	0.000001	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019525	CL4C4w1TIKfKnRziF8	REDACTED_IP	49763	REDACTED_IP	5298	tcp	-	0.000002	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019525	CASnsliZKV2LTIAl3	REDACTED_IP	49763	REDACTED_IP	222	tcp	-	0.000003	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019525	CTKWgn1zNEFaGhCn62	REDACTED_IP	49763	REDACTED_IP	1166	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019525	C4xnUB362Q4fqQcPPc	REDACTED_IP	49763	REDACTED_IP	4899	tcp	-	0.000004	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
1744698040.019525	C1lTGPpRFhBIHYCDc	REDACTED_IP	49763	REDACTED_IP	3000	tcp	-	0.000005	0	0	REJ	T	T	0	Sr	1	44	1	40	-	6
